sampling_date,sample_tracker_id,month,season,operator,co2_treatment,ring,block,collar_unique_id,ch4_flux,ch4_mdf,co2_flux,co2_mdf,n2o_flux,n2o_mdf,avg_air_temperature,avg_soil_temperature,avg_soil_moisture
2013-06-05,2677,May,Autumn,Catarina,Elevated,4,2,4.5,-14.413833333333331,36.199,143.872,4.147,-1.281,4.299,17.6,15.433333333333335,5.666666666666668
2013-06-05,2678,May,Autumn,Catarina,Elevated,4,2,4.6,-15.384,10.983,165.118,4.343,4.18,4.502,17.8,15.066666666666668,5.333333333333333
2013-06-05,2679,May,Autumn,Catarina,Elevated,4,2,4.7,-20.164,9.858,101.221,3.898,6.75,4.041,18.0,15.0,4.0
2013-06-05,2680,May,Autumn,Catarina,Elevated,5,3,5.0,-10.674166666666665,34.0,82.606,3.895,10.964999999999998,13.937,18.7,15.4,9.666666666666666
2013-06-05,2681,May,Autumn,Catarina,Elevated,5,3,5.1,-7.257,10.046,102.346,3.972,23.693,4.118,19.6,15.6,8.666666666666666
2013-06-05,2682,May,Autumn,Catarina,Elevated,5,3,5.2,-14.374,10.257,177.261,4.056,16.212,4.205,20.0,15.666666666666664,8.0
2013-06-05,2683,May,Autumn,Catarina,Elevated,5,3,5.3,-11.273,10.351,114.337,4.093,8.009,4.243,21.0,15.966666666666667,8.333333333333334
2013-06-05,2684,May,Autumn,Catarina,Elevated,5,3,5.4,-15.633,10.447,123.275,4.131,7.035,4.282,20.1,15.666666666666664,9.0
2013-06-05,2685,May,Autumn,Catarina,Elevated,5,3,5.5,-6.296,9.914,104.917,3.92,4.733,4.064,19.7,15.666666666666664,8.666666666666666
2013-06-05,2686,May,Autumn,Catarina,Elevated,5,3,5.6,-9.212,10.4,102.379,4.112,6.108,4.263,19.6,15.866666666666667,10.0
2013-06-05,2687,May,Autumn,Loic,Ambient,6,3,6.1,-66.119,10.479,116.826,4.143,-11.293,4.295,20.1,16.633333333333336,3.6666666666666665
2013-06-05,2688,May,Autumn,Loic,Ambient,6,3,6.2,-28.632,10.333,157.889,4.086,14.933,4.235,20.6,16.46666666666667,6.333333333333332
2013-06-05,2689,May,Autumn,Loic,Ambient,6,3,6.3,-23.506,10.008,131.663,3.957,-2.533,4.103,20.7,16.5,6.666666666666668
2013-06-05,2690,May,Autumn,Loic,Ambient,6,3,6.4,-96.3,36.507,113.193,4.182,-0.007,4.336,19.6,16.033333333333335,6.333333333333332
2013-06-05,2691,May,Autumn,Loic,Ambient,6,3,6.5,-26.225,10.77,73.547,4.259,5.622,4.415,20.0,16.5,5.666666666666668
2013-06-05,2692,May,Autumn,Loic,Ambient,6,3,6.6,-24.448,10.209,164.324,4.037,14.672,4.185,20.0,16.433333333333334,7.333333333333332
2013-06-05,2693,May,Autumn,Loic,Ambient,6,3,6.7,-19.093,10.178,154.799,4.025,10.508,4.172,19.5,16.266666666666666,5.666666666666668
2013-11-06,3084,Jun,Autumn,Yui,Elevated,1,1,1.0,-8.456,10.729,36.405,4.242,-1.26,4.398,13.7,13.699999999999998,9.333333333333334
2013-11-06,3085,Jun,Autumn,Yui,Elevated,1,1,1.1,-29.434,10.347,41.153,4.091,-5.909,4.241,12.9,13.633333333333333,9.333333333333334
2013-11-06,3086,Jun,Autumn,Yui,Elevated,1,1,1.2,-17.178,10.012,55.888,3.959,0.657,4.104,14.0,13.566666666666668,9.666666666666666
2013-11-06,3087,Jun,Autumn,Yui,Elevated,1,1,1.4,-22.004,10.627,60.363,4.202,-0.841,4.356,13.8,13.9,9.333333333333334
2013-11-06,3088,Jun,Autumn,Yui,Elevated,1,1,1.5,-24.189,10.701,36.49,4.231,3.838,4.387,14.0,13.533333333333333,10.666666666666666
2013-11-06,3089,Jun,Autumn,Yui,Elevated,1,1,1.6,-17.411,11.267,60.338,4.455,1.909,4.619,13.8,13.433333333333332,11.666666666666664
2013-11-06,3090,Jun,Autumn,Yui,Elevated,1,1,1.7,-30.074,10.541,52.488,4.168,-3.328,4.321,13.0,13.566666666666668,10.0
2013-11-06,3091,Jun,Autumn,Yui,Ambient,2,1,2.0,-22.291,10.908,43.366,4.313,3.943,4.471,10.3,13.4,10.0
2013-11-06,3092,Jun,Autumn,Yui,Ambient,2,1,2.1,-3.557,10.78,77.667,4.262,5.166,4.419,10.6,13.533333333333333,9.666666666666666
2013-11-06,3093,Jun,Autumn,Yui,Ambient,2,1,2.2,-6.022,9.943,31.978,3.932,1.173,4.076,10.3,13.366666666666667,9.333333333333334
2013-11-06,3094,Jun,Autumn,Yui,Ambient,2,1,2.3,-11.649,10.963,36.567,4.335,4.786,4.494,10.6,12.966666666666667,7.0
2013-11-06,3095,Jun,Autumn,Yui,Ambient,2,1,2.5,-16.071,11.047,44.144,4.368,3.35,4.528,9.7,13.366666666666667,8.666666666666666
2013-11-06,3096,Jun,Autumn,Yui,Ambient,2,1,2.6,-16.371,10.98,57.104,4.342,-1.251,4.501,11.0,13.266666666666666,8.333333333333334
2013-11-06,3097,Jun,Autumn,Yui,Ambient,2,1,2.7,-7.083,10.871,68.136,4.298,11.314,4.456,10.4,13.4,11.0
2013-11-06,3098,Jun,Autumn,Yui,Ambient,3,2,3.0,-28.786,10.194,54.792,4.031,-3.742,4.178,18.6,14.199999999999998,10.333333333333334
2013-11-06,3099,Jun,Autumn,Yui,Ambient,3,2,3.1,-23.436,10.019,55.851,3.962,32.209,14.175,18.5,14.0,10.333333333333334
2013-11-06,3100,Jun,Autumn,Yui,Ambient,3,2,3.2,-17.917,10.544,41.96,4.169,-2.334,4.322,18.3,13.966666666666667,10.0
2013-11-06,3101,Jun,Autumn,Yui,Ambient,3,2,3.4,-29.998,10.443,68.351,4.129,-5.313,4.281,17.5,14.033333333333333,12.333333333333336
2013-11-06,3102,Jun,Autumn,Yui,Ambient,3,2,3.5,-7.163,10.337,62.91,4.087,6.307,4.237,18.2,14.0,15.333333333333336
2013-11-06,3103,Jun,Autumn,Yui,Ambient,3,2,3.6,-12.097,10.304,74.133,4.074,2.953,4.224,17.3,14.033333333333333,10.666666666666666
2013-11-06,3104,Jun,Autumn,Yui,Ambient,3,2,3.7,-23.449,10.045,74.483,3.972,2.056,4.117,18.7,13.833333333333336,11.0
2013-11-06,3105,Jun,Autumn,Pankaj,Elevated,4,2,4.0,-8.58,10.658,73.921,4.214,-0.772,4.369,18.7,14.266666666666667,11.666666666666664
2013-11-06,3106,Jun,Autumn,Pankaj,Elevated,4,2,4.1,-14.902,10.987,86.023,4.344,5.608,4.504,17.7,13.933333333333332,13.333333333333336
2013-11-06,3107,Jun,Autumn,Pankaj,Elevated,4,2,4.3,-24.605,9.942,64.422,3.931,4.645,4.075,16.5,13.6,12.666666666666664
2013-11-06,3108,Jun,Autumn,Pankaj,Elevated,4,2,4.4,-17.408,10.542,59.969,4.168,4.847,4.321,17.9,13.800000000000002,13.666666666666664
2013-11-06,3109,Jun,Autumn,Pankaj,Elevated,4,2,4.5,-17.754,10.495,83.489,4.15,2.408,4.302,17.4,13.9,13.333333333333336
2013-11-06,3110,Jun,Autumn,Pankaj,Elevated,4,2,4.6,-8.889,11.047,54.89,4.368,2.814,4.528,16.1,13.766666666666666,13.666666666666664
2013-11-06,3111,Jun,Autumn,Pankaj,Elevated,4,2,4.7,-9.196,9.913,35.738,3.92,5.911,4.063,16.4,13.533333333333333,12.333333333333336
2013-11-06,3112,Jun,Autumn,Pankaj,Elevated,5,3,5.0,-18.416,10.033,31.978,3.967,3.288,4.113,13.4,12.800000000000002,17.666666666666668
2013-11-06,3113,Jun,Autumn,Pankaj,Elevated,5,3,5.1,-14.776,10.263,55.787,4.058,9.502,4.207,13.4,13.0,16.333333333333332
2013-11-06,3114,Jun,Autumn,Pankaj,Elevated,5,3,5.2,-24.11,10.497,62.402666666666676,4.151,27.105,4.303,13.3,12.9,15.666666666666664
2013-11-06,3115,Jun,Autumn,Pankaj,Elevated,5,3,5.3,-0.988,10.629,61.023,4.203,6.763,4.357,13.3,13.733333333333334,16.666666666666668
2013-11-06,3116,Jun,Autumn,Pankaj,Elevated,5,3,5.4,-16.218,10.68,83.702,4.223,7.346,4.378,13.7,13.033333333333333,18.666666666666668
2013-11-06,3117,Jun,Autumn,Pankaj,Elevated,5,3,5.5,-18.505,10.111,69.115,3.998,2.367,4.144,14.0,13.199999999999998,17.333333333333332
2013-11-06,3118,Jun,Autumn,Pankaj,Elevated,5,3,5.6,-14.225,10.614,72.811,4.197,4.954,4.351,13.7,13.633333333333333,18.33333333333333
2013-11-06,3119,Jun,Autumn,Pankaj,Ambient,6,3,6.1,-29.288,10.841,89.128,4.287,10.229,4.444,10.3,13.4,14.666666666666664
2013-11-06,3120,Jun,Autumn,Pankaj,Ambient,6,3,6.2,-27.917,10.682,80.3,4.224,14.489,4.379,11.0,13.2,16.666666666666668
2013-11-06,3121,Jun,Autumn,Pankaj,Ambient,6,3,6.3,-22.72,10.361,32.575,4.097,4.163,4.247,10.7,12.933333333333332,17.333333333333332
2013-11-06,3122,Jun,Autumn,Pankaj,Ambient,6,3,6.4,-3.239,10.955,54.708,4.332,10.444,4.491,9.5,12.933333333333332,17.333333333333332
2013-11-06,3123,Jun,Autumn,Pankaj,Ambient,6,3,6.5,-18.872,11.155,80.143,4.411,6.836,4.573,9.5,13.2,18.0
2013-11-06,3124,Jun,Autumn,Pankaj,Ambient,6,3,6.6,-3.645,10.577,76.462,4.182,24.604,4.336,9.8,12.866666666666667,16.666666666666668
2013-11-06,3125,Jun,Autumn,Pankaj,Ambient,6,3,6.7,-14.346,10.52,62.222,4.16,7.55,4.312,10.0,13.233333333333334,15.666666666666664
2013-05-07,3270,Jul,Winter,Loic,Elevated,1,1,1.0,-4.545,10.545,64.74,4.17,-5.799,4.323,18.7,12.533333333333333,10.0
2013-05-07,3271,Jul,Winter,Loic,Elevated,1,1,1.1,12.966,10.194,77.634,4.031,6.007,4.179,17.2,12.466666666666667,9.333333333333334
2013-05-07,3272,Jul,Winter,Loic,Elevated,1,1,1.2,1.869,9.861,81.316,3.899,1.901,4.042,18.4,12.266666666666666,10.666666666666666
2013-05-07,3273,Jul,Winter,Loic,Elevated,1,1,1.4,8.734,10.448,90.77,4.131,7.073,4.283,18.7,12.633333333333333,10.333333333333334
2013-05-07,3274,Jul,Winter,Loic,Elevated,1,1,1.5,5.137,10.518,103.902,4.159,8.611,4.312,19.0,12.3,12.333333333333336
2013-05-07,3275,Jul,Winter,Loic,Elevated,1,1,1.6,-4.5,11.147,50.438,4.408,-1.66,4.569,16.9,12.0,11.666666666666664
2013-05-07,3276,Jul,Winter,Loic,Elevated,1,1,1.7,-6.048,10.385,88.195,4.106,1.207,4.257,17.3,12.366666666666667,10.333333333333334
2013-05-07,3277,Jul,Winter,Yui,Ambient,2,1,2.0,-14.753,10.693,63.223,4.228,0.775,4.383,16.0,12.033333333333333,10.333333333333334
2013-05-07,3278,Jul,Winter,Yui,Ambient,2,1,2.1,-8.32,10.579,94.329,4.183,3.387,4.336,16.0,12.0,11.666666666666664
2013-05-07,3279,Jul,Winter,Yui,Ambient,2,1,2.2,-7.457,9.687,68.007,3.83,-4.294,3.971,17.8,12.233333333333334,10.666666666666666
2013-05-07,3280,Jul,Winter,Yui,Ambient,2,1,2.3,-6.296,10.691,58.087,4.227,3.655,4.382,17.8,11.966666666666667,9.333333333333334
2013-05-07,3281,Jul,Winter,Yui,Ambient,2,1,2.5,-15.03,10.807,65.972,4.273,5.672,4.43,16.0,11.966666666666667,9.333333333333334
2013-05-07,3282,Jul,Winter,Yui,Ambient,2,1,2.6,-11.572,10.764,64.261,4.256,1.432,4.412,16.7,12.066666666666668,9.666666666666666
2013-05-07,3283,Jul,Winter,Yui,Ambient,2,1,2.7,-5.893,10.493,105.542,4.149,14.272,4.301,20.6,12.0,11.0
2013-05-07,3284,Jul,Winter,Yui,Ambient,3,2,3.0,-10.222,10.264,81.927,4.058,-1.994,4.207,16.6,13.033333333333333,12.333333333333336
2013-05-07,3285,Jul,Winter,Yui,Ambient,3,2,3.1,-11.476,10.071,84.653,3.982,4.299,4.128,17.0,12.833333333333336,12.0
2013-05-07,3286,Jul,Winter,Yui,Ambient,3,2,3.2,-5.183,10.598,78.54,4.191,0.712,4.344,16.8,12.699999999999998,12.0
2013-05-07,3287,Jul,Winter,Yui,Ambient,3,2,3.4,-11.238,10.465,69.172,4.138,3.447,4.289,16.9,12.800000000000002,13.333333333333336
2013-05-07,3288,Jul,Winter,Yui,Ambient,3,2,3.5,-9.853,10.38,73.115,4.104,-0.083,4.255,17.0,12.833333333333336,15.333333333333336
2013-05-07,3289,Jul,Winter,Yui,Ambient,3,2,3.6,-11.83,10.315,77.937,4.078,2.351,4.228,17.0,12.833333333333336,11.666666666666664
2013-05-07,3290,Jul,Winter,Yui,Ambient,3,2,3.7,-9.529,10.104,73.413,3.995,-0.547,4.142,17.0,12.8,12.333333333333336
2013-05-07,3291,Jul,Winter,Yui,Elevated,4,2,4.0,-24.38,10.543,106.041,4.169,3.012,4.322,21.9,12.866666666666667,13.0
2013-05-07,3292,Jul,Winter,Yui,Elevated,4,2,4.1,2.539,10.945,85.588,4.328,7.102,4.487,18.8,12.466666666666667,15.0
2013-05-07,3293,Jul,Winter,Yui,Elevated,4,2,4.3,-4.033,9.87,62.65,3.903,3.087,4.046,18.6,12.199999999999998,11.666666666666664
2013-05-07,3294,Jul,Winter,Yui,Elevated,4,2,4.4,-9.42,10.549,44.401,4.171,7.603,4.324,17.7,12.3,13.0
2013-05-07,3295,Jul,Winter,Yui,Elevated,4,2,4.5,-4.62,10.502,72.965,4.153,6.084,4.305,17.2,12.466666666666667,14.333333333333336
2013-05-07,3296,Jul,Winter,Yui,Elevated,4,2,4.6,-12.828,10.983,106.055,4.343,3.759,4.502,17.8,12.133333333333335,14.0
2013-05-07,3297,Jul,Winter,Yui,Elevated,4,2,4.7,-9.038,9.835,59.282,3.889,7.004,4.031,18.7,12.1,13.666666666666664
2013-05-07,3298,Jul,Winter,Loic,Elevated,5,3,5.0,-6.051,9.898,52.106,3.914,6.021,4.057,17.3,12.633333333333333,19.0
2013-05-07,3299,Jul,Winter,Loic,Elevated,5,3,5.1,-18.127,10.105,68.731,3.995,4.843,4.142,17.9,12.699999999999998,17.0
2013-05-07,3300,Jul,Winter,Loic,Elevated,5,3,5.2,-13.711,10.399,93.914,4.112,17.024,4.263,16.0,13.0,15.333333333333336
2013-05-07,3301,Jul,Winter,Loic,Elevated,5,3,5.3,-2.552,10.504,72.409,4.153,-1.667,4.306,16.7,12.966666666666667,15.333333333333336
2013-05-07,3302,Jul,Winter,Loic,Elevated,5,3,5.4,-10.017,10.544,81.897,4.169,0.236,4.322,17.4,12.766666666666666,18.0
2013-05-07,3303,Jul,Winter,Loic,Elevated,5,3,5.5,-14.18,9.975,59.281,3.944,-1.09,4.089,17.9,12.699999999999998,16.333333333333332
2013-05-07,3304,Jul,Winter,Loic,Elevated,5,3,5.6,-1.15,10.515,62.61,4.158,13.865,4.31,16.4,13.0,17.333333333333332
2013-05-07,3305,Jul,Winter,Loic,Ambient,6,3,6.1,-11.403,10.551,94.081,4.172,32.54,4.325,18.1,13.133333333333333,14.333333333333336
2013-05-07,3306,Jul,Winter,Loic,Ambient,6,3,6.2,-3.04,10.389,100.359,4.108,43.506,14.699,19.0,13.1,18.33333333333333
2013-05-07,3307,Jul,Winter,Loic,Ambient,6,3,6.3,-8.237,10.039,83.908,3.97,11.291,4.115,19.8,12.4,20.33333333333333
2013-05-07,3308,Jul,Winter,Loic,Ambient,6,3,6.4,-6.445,10.683,76.071,4.224,8.823,4.379,16.7,12.466666666666667,20.0
2013-05-07,3309,Jul,Winter,Loic,Ambient,6,3,6.5,-8.088,10.878,93.138,4.301,4.058,4.459,18.4,12.699999999999998,20.0
2013-05-07,3310,Jul,Winter,Loic,Ambient,6,3,6.6,0.042,10.161,96.134,4.018,15.722,4.165,21.4,12.966666666666667,19.0
2013-05-07,3311,Jul,Winter,Loic,Ambient,6,3,6.7,-9.094,10.203,75.595,4.034,4.084,4.182,18.8,12.666666666666664,19.666666666666668
2013-06-08,3360,Aug,Winter,Catarina,Elevated,1,1,1.0,7.174,10.424,180.558,4.122,3.338,4.273,22.1,13.300000000000002,1.8333333333333333
2013-06-08,3361,Aug,Winter,Catarina,Elevated,1,1,1.1,7.08,10.066,181.6,3.98,0.684,4.126,20.9,12.933333333333332,1.9333333333333336
2013-06-08,3362,Aug,Winter,Catarina,Elevated,1,1,1.2,-8.585,9.784,204.945,3.869,4.714,4.01,20.7,12.800000000000002,2.4
2013-06-08,3363,Aug,Winter,Catarina,Elevated,1,1,1.4,-9.881,10.342,190.699,4.089,7.072,4.239,21.7,13.133333333333333,1.6666666666666667
2013-06-08,3364,Aug,Winter,Catarina,Elevated,1,1,1.5,-17.384,10.468,183.422,4.139,8.173,4.291,20.4,12.466666666666667,4.1000000000000005
2013-06-08,3365,Aug,Winter,Catarina,Elevated,1,1,1.6,-21.573,10.954,179.578,4.331,10.283,4.49,22.0,12.5,3.966666666666667
2013-06-08,3366,Aug,Winter,Catarina,Elevated,1,1,1.7,-5.455,10.185,232.546,4.027,8.761,4.175,23.0,12.8,2.566666666666667
2013-06-08,3367,Aug,Winter,Loic,Ambient,2,1,2.0,-16.921,10.461,201.762,4.136,12.688,4.288,22.4,12.9,2.4333333333333336
2013-06-08,3368,Aug,Winter,Loic,Ambient,2,1,2.1,1.733,10.364,260.439,4.098,4.743,4.248,22.0,12.566666666666668,2.2
2013-06-08,3369,Aug,Winter,Loic,Ambient,2,1,2.2,-14.045,9.536,155.899,3.771,7.191,3.909,22.4,13.45,2.2
2013-06-08,3370,Aug,Winter,Loic,Ambient,2,1,2.3,-3.741,10.521,233.017,4.16,10.074,4.313,22.5,13.25,1.8
2013-06-08,3371,Aug,Winter,Loic,Ambient,2,1,2.5,-16.589,10.551,154.304,4.172,2.079,4.325,23.0,13.1,1.0333333333333332
2013-06-08,3372,Aug,Winter,Loic,Ambient,2,1,2.6,-7.813666666666666,36.4,215.48166666666665,14.393,8.877833333333333,14.921,22.7,13.45,1.8666666666666665
2013-06-08,3373,Aug,Winter,Loic,Ambient,2,1,2.7,2.681,10.408,287.469,4.115,16.492,4.266,23.0,12.95,2.766666666666667
2013-06-08,3374,Aug,Winter,Loic,Ambient,3,2,3.0,15.265,10.09,-30.843,3.99,0.277,4.136,21.6,12.166666666666664,3.9
2013-06-08,3375,Aug,Winter,Loic,Ambient,3,2,3.1,-66.385,9.921,46.642,3.923,1.0268333333333335,4.067,21.4,12.199999999999998,2.933333333333333
2013-06-08,3376,Aug,Winter,Loic,Ambient,3,2,3.2,-13.836,10.447,182.424,4.131,4.035,4.282,21.0,12.633333333333335,3.5
2013-06-08,3377,Aug,Winter,Loic,Ambient,3,2,3.4,-18.768,10.319,223.847,4.08,3.597,4.23,21.0,11.933333333333332,4.033333333333333
2013-06-08,3378,Aug,Winter,Loic,Ambient,3,2,3.5,-10.035,10.228,196.892,4.044,3.349,4.193,21.3,11.733333333333334,7.133333333333333
2013-06-08,3379,Aug,Winter,Loic,Ambient,3,2,3.6,-33.716,10.161,216.759,4.018,-2.404,4.165,21.4,12.0,3.9333333333333336
2013-06-08,3380,Aug,Winter,Loic,Ambient,3,2,3.7,-32.452,10.0,170.68,3.954,-2.693,4.099,20.0,12.633333333333333,3.5
2013-06-08,3381,Aug,Winter,Loic,Elevated,4,2,4.0,-14.55,10.647,248.498,4.21,6.586,4.364,19.0,11.833333333333336,4.033333333333333
2013-06-08,3382,Aug,Winter,Loic,Elevated,4,2,4.1,-3.242,10.975,254.384,4.34,7.115,4.499,18.0,11.566666666666668,5.966666666666666
2013-06-08,3383,Aug,Winter,Loic,Elevated,4,2,4.3,-6.073,9.915,182.841,3.92,9.03,4.064,17.3,11.366666666666667,3.6
2013-06-08,3384,Aug,Winter,Loic,Elevated,4,2,4.4,-11.095,10.527,171.438,4.163,-1.536,4.315,18.3,11.533333333333333,6.433333333333333
2013-06-08,3385,Aug,Winter,Loic,Elevated,4,2,4.5,-18.776,10.492,238.134,4.148,15.224,4.301,17.5,11.6,6.066666666666666
2013-06-08,3386,Aug,Winter,Loic,Elevated,4,2,4.6,-19.36,10.96,242.676,4.334,7.85,4.493,18.4,11.233333333333333,6.5
2013-06-08,3387,Aug,Winter,Loic,Elevated,4,2,4.7,-4.022,9.913,195.318,3.92,2.877,4.063,16.4,11.533333333333333,3.4333333333333336
2013-06-08,3388,Aug,Winter,Catarina,Elevated,5,3,5.0,-29.77,9.861,158.832,3.899,0.953,4.042,18.4,11.5,16.833333333333332
2013-06-08,3389,Aug,Winter,Catarina,Elevated,5,3,5.1,-39.234,10.036,198.254,3.968,-1.734,4.114,19.9,11.533333333333333,13.066666666666668
2013-06-08,3390,Aug,Winter,Catarina,Elevated,5,3,5.2,-27.85,10.223,205.396,4.042,7.41,4.19,21.0,11.9,9.533333333333333
2013-06-08,3391,Aug,Winter,Catarina,Elevated,5,3,5.3,-25.709,10.468,225.252,4.139,4.131,4.291,17.7,12.133333333333333,9.9
2013-06-08,3392,Aug,Winter,Catarina,Elevated,5,3,5.4,-28.897,10.447,202.576,4.131,0.168,4.282,20.1,11.6,15.466666666666667
2013-06-08,3393,Aug,Winter,Catarina,Elevated,5,3,5.5,-42.231,9.833,265.01,3.888,0.363,4.031,22.1,11.766666666666666,11.633333333333333
2013-06-08,3394,Aug,Winter,Catarina,Elevated,5,3,5.6,-36.129,10.414,172.987,4.118,5.952,4.269,19.2,11.933333333333332,15.633333333333333
2013-06-08,3395,Aug,Winter,Catarina,Ambient,6,3,6.1,-34.233,10.547,248.772,4.17,7.377,4.323,18.2,12.033333333333333,6.333333333333332
2013-06-08,3396,Aug,Winter,Catarina,Ambient,6,3,6.2,-22.53,10.4,303.491,4.112,23.802,4.263,18.7,12.133333333333333,9.966666666666667
2013-06-08,3397,Aug,Winter,Catarina,Ambient,6,3,6.3,-42.371,10.032,231.389,3.967,-0.625,4.112,20.0,11.566666666666668,12.066666666666668
2013-06-08,3398,Aug,Winter,Catarina,Ambient,6,3,6.4,-19.132,10.581,248.018,4.184,9.789,4.337,19.5,11.3,12.2
2013-06-08,3399,Aug,Winter,Catarina,Ambient,6,3,6.5,-27.728,10.774,259.285,4.26,10.61,4.416,19.8,11.866666666666667,12.566666666666668
2013-06-08,3400,Aug,Winter,Catarina,Ambient,6,3,6.6,-8.79,10.209,260.837,4.037,11.888,4.185,20.0,11.866666666666667,10.533333333333333
2013-06-08,3401,Aug,Winter,Catarina,Ambient,6,3,6.7,-25.79733333333333,35.311,258.632,13.962,10.4735,14.474,18.0,11.633333333333333,8.866666666666667
2013-03-09,3540,Sep,Winter,Catarina,Elevated,1,1,1.0,-7.105,10.132,79.017,4.006,3.166,4.153,30.6,14.2,0.91
2013-03-09,3541,Sep,Winter,Catarina,Elevated,1,1,1.1,-39.941,10.052,27.086,3.975,0.332,4.12,21.3,14.066666666666668,0.79
2013-03-09,3542,Sep,Winter,Catarina,Elevated,1,1,1.2,-43.188,9.737,42.223,3.85,1.9355000000000002,3.991,22.1,14.033333333333333,1.096666666666667
2013-03-09,3543,Sep,Winter,Catarina,Elevated,1,1,1.4,-35.818,10.255,58.685,4.055,-0.543,4.204,24.2,14.266666666666666,0.9266666666666667
2013-03-09,3544,Sep,Winter,Catarina,Elevated,1,1,1.5,-35.26,10.408,48.899,4.115,4.102,4.266,22.1,14.133333333333335,1.7633333333333334
2013-03-09,3545,Sep,Winter,Catarina,Elevated,1,1,1.6,-60.32,11.014,44.768,4.355,1.887,4.515,20.4,13.766666666666666,1.35
